Destination,Category,Year,Cognitive Theme,Positive Sentiment,Negative Sentiment,Positive Count,Negative Count,Total Count,Non-Emotional Count
Giza,Ancient towns,2018,Atmospheres,0.7358360754735203,0.1538745680614868,152.0,24.0,176.0,26
Giza,Ancient towns,2018,Attractions,0.7667920600724826,0.16034793749504997,158.0,25.0,183.0,13
Giza,Ancient towns,2018,Foods,0.7358931965502521,0.15388651295152725,152.0,24.0,176.0,13
Giza,Ancient towns,2018,Scenery,0.7924277560640839,0.16570875327881646,164.0,26.0,190.0,16
Giza,Ancient towns,2018,Services,0.8065949928739645,0.16867133899241082,167.0,27.0,194.0,14
Giza,Ancient towns,2019,Atmospheres,0.8879331670782301,0.18568039418794086,184.0,29.0,213.0,31
Giza,Ancient towns,2019,Attractions,0.846088259805648,0.17692998462423737,175.0,28.0,203.0,15
Giza,Ancient towns,2019,Foods,0.7995218560382589,0.1671922379919147,165.0,26.0,191.0,15
Giza,Ancient towns,2019,Scenery,0.8547742301202779,0.17874635375169348,177.0,28.0,205.0,17
Giza,Ancient towns,2019,Services,0.9705097289167582,0.2029484151622175,201.0,32.0,233.0,17
Giza,Ancient towns,2020,Atmospheres,1.0788383918462547,0.230619294528084,228.0,36.0,264.0,39
Giza,Ancient towns,2020,Attractions,0.9505003751699778,0.20318495117257393,201.0,32.0,233.0,17
Giza,Ancient towns,2020,Foods,0.9041075725336861,0.19326773326855357,191.0,30.0,221.0,17
Giza,Ancient towns,2020,Scenery,0.9394558003753657,0.2008239932508437,199.0,32.0,231.0,19
Giza,Ancient towns,2020,Services,1.144025542997555,0.24455411083090506,242.0,39.0,281.0,21
Hoi An,Ancient towns,2010,Atmospheres,0.752,0.392,158.0,35.0,193.0,14
Hoi An,Ancient towns,2010,Attractions,0.7896000000000001,0.4116,166.0,37.0,203.0,10
Hoi An,Ancient towns,2010,Foods,0.752,0.392,158.0,35.0,193.0,5
Hoi An,Ancient towns,2010,Scenery,0.752,0.392,158.0,35.0,193.0,18
Hoi An,Ancient towns,2010,Services,0.8647999999999999,0.4508,182.0,40.0,222.0,13
Hoi An,Ancient towns,2011,Atmospheres,0.8941570536803654,0.4661031450035947,188.0,42.0,230.0,16
Hoi An,Ancient towns,2011,Attractions,0.8696396290342571,0.4533227853476446,183.0,41.0,224.0,11
Hoi An,Ancient towns,2011,Foods,0.8697854832932961,0.4533988157592713,183.0,41.0,224.0,5
Hoi An,Ancient towns,2011,Scenery,0.8558506510445721,0.44613491384238335,180.0,40.0,220.0,21
Hoi An,Ancient towns,2011,Services,0.9327469527757113,0.4862191562341473,196.0,44.0,240.0,14
Hoi An,Ancient towns,2012,Atmospheres,1.0063634794332905,0.5245937286407578,212.0,47.0,259.0,18
Hoi An,Ancient towns,2012,Attractions,0.9370794925410502,0.48847760781395166,197.0,44.0,241.0,11
Hoi An,Ancient towns,2012,Foods,0.9756692825222799,0.5085935621658693,206.0,46.0,252.0,6
Hoi An,Ancient towns,2012,Scenery,0.951588090001455,0.4960406001071414,200.0,45.0,245.0,23
Hoi An,Ancient towns,2012,Services,0.9488569249622946,0.494616907693111,200.0,44.0,244.0,15
Hoi An,Ancient towns,2013,Atmospheres,1.0153252301238014,0.5292652795326199,214.0,48.0,262.0,19
Hoi An,Ancient towns,2013,Attractions,0.9486192062243763,0.4944929904786643,200.0,44.0,244.0,12
Hoi An,Ancient towns,2013,Foods,1.011796361263811,0.5274257627864547,213.0,47.0,260.0,6
Hoi An,Ancient towns,2013,Scenery,0.9886242849368421,0.5153467017223965,208.0,46.0,254.0,24
Hoi An,Ancient towns,2013,Services,0.8886696693674067,0.4632426999893929,187.0,42.0,229.0,14
Hoi An,Ancient towns,2014,Atmospheres,1.017082850282104,0.5301814857853521,214.0,48.0,262.0,19
Hoi An,Ancient towns,2014,Attractions,0.9954928463195108,0.5189271220176174,210.0,47.0,257.0,12
Hoi An,Ancient towns,2014,Foods,1.0666866457926965,0.556038783445129,225.0,50.0,275.0,7
Hoi An,Ancient towns,2014,Scenery,1.055966434711089,0.5504505883068443,222.0,49.0,271.0,26
Hoi An,Ancient towns,2014,Services,0.8696265252618086,0.45331595465775126,183.0,41.0,224.0,13
Hoi An,Ancient towns,2015,Atmospheres,0.9465634580212466,0.4934213770536286,199.0,44.0,243.0,17
Hoi An,Ancient towns,2015,Attractions,0.9916539910605757,0.516926016616683,209.0,46.0,255.0,12
Hoi An,Ancient towns,2015,Foods,1.0472975750957203,0.5459317146775564,221.0,49.0,270.0,7
Hoi An,Ancient towns,2015,Scenery,1.0600414465712877,0.5525747966169479,223.0,50.0,273.0,26
Hoi An,Ancient towns,2015,Services,0.8414185099631872,0.438611776470172,177.0,39.0,216.0,13
Hoi An,Ancient towns,2016,Atmospheres,0.8923883035983768,0.46518113698213265,188.0,42.0,230.0,16
Hoi An,Ancient towns,2016,Attractions,0.9853025820911862,0.5136151757709375,208.0,46.0,254.0,12
Hoi An,Ancient towns,2016,Foods,1.010688702437621,0.5268483661642919,213.0,47.0,260.0,6
Hoi An,Ancient towns,2016,Scenery,1.0504789826277565,0.5475901079655326,221.0,49.0,270.0,26
Hoi An,Ancient towns,2016,Services,0.8625646493796436,0.4496347640383249,182.0,40.0,222.0,13
Hoi An,Ancient towns,2017,Atmospheres,0.88210568648508,0.4698866547757135,190.0,42.0,232.0,16
Hoi An,Ancient towns,2017,Attractions,0.9747576947700072,0.5192412195385068,210.0,47.0,257.0,12
Hoi An,Ancient towns,2017,Foods,0.964921677231038,0.5140016961474742,208.0,46.0,254.0,6
Hoi An,Ancient towns,2017,Scenery,1.0267990520124723,0.5469629989571269,221.0,49.0,270.0,26
Hoi An,Ancient towns,2017,Services,0.9264608767988951,0.4935141093061874,199.0,44.0,243.0,15
Hoi An,Ancient towns,2018,Atmospheres,0.9242480034553214,0.5199754136631118,210.0,47.0,257.0,18
Hoi An,Ancient towns,2018,Attractions,0.9631303142229377,0.541850327701318,219.0,49.0,268.0,13
Hoi An,Ancient towns,2018,Foods,0.9243197504692071,0.5200157780275301,210.0,47.0,257.0,6
Hoi An,Ancient towns,2018,Scenery,0.9953300685257936,0.5599656825637399,226.0,50.0,276.0,26
Hoi An,Ancient towns,2018,Services,1.013124847515917,0.5699768998256015,230.0,51.0,281.0,17
Hoi An,Ancient towns,2019,Atmospheres,1.0020176680581219,0.6132541439777265,248.0,55.0,303.0,22
Hoi An,Ancient towns,2019,Attractions,0.954796392899147,0.5843538125781068,236.0,53.0,289.0,14
Hoi An,Ancient towns,2019,Foods,0.9022469882334903,0.552192563129053,223.0,50.0,273.0,7
Hoi An,Ancient towns,2019,Scenery,0.9645983645364118,0.5903528083217189,239.0,53.0,292.0,28
Hoi An,Ancient towns,2019,Services,1.095203931391395,0.6702859349058028,271.0,60.0,331.0,20
Hoi An,Ancient towns,2020,Atmospheres,1.0788383918462547,0.7302313086342388,295.0,66.0,361.0,26
Hoi An,Ancient towns,2020,Attractions,0.9505003751699778,0.6433633972090065,260.0,58.0,318.0,15
Hoi An,Ancient towns,2020,Foods,0.9041075725336861,0.6119615883409206,247.0,55.0,302.0,7
Hoi An,Ancient towns,2020,Scenery,0.9394558003753657,0.6358876766872552,257.0,57.0,314.0,30
Hoi An,Ancient towns,2020,Services,1.144025542997555,0.7743544127535587,313.0,70.0,383.0,23
Kyoto,Ancient towns,2010,Atmospheres,0.772,0.382,129.0,30.0,159.0,13
Kyoto,Ancient towns,2010,Attractions,0.8106000000000001,0.4011,136.0,31.0,167.0,13
Kyoto,Ancient towns,2010,Foods,0.772,0.382,129.0,30.0,159.0,11
Kyoto,Ancient towns,2010,Scenery,0.772,0.382,129.0,30.0,159.0,9
Kyoto,Ancient towns,2010,Services,0.8877999999999999,0.43929999999999997,149.0,34.0,183.0,16
Kyoto,Ancient towns,2011,Atmospheres,0.9377232951634793,0.46400297765861287,157.0,36.0,193.0,16
Kyoto,Ancient towns,2011,Attractions,0.9120113018023114,0.45128020374155825,153.0,35.0,188.0,15
Kyoto,Ancient towns,2011,Foods,0.9121642625554998,0.45135589157538986,153.0,35.0,188.0,13
Kyoto,Ancient towns,2011,Scenery,0.8975504799319219,0.4441247193445521,150.0,35.0,185.0,11
Kyoto,Ancient towns,2011,Services,0.9781934197246724,0.4840283501746437,164.0,38.0,202.0,18
Kyoto,Ancient towns,2012,Atmospheres,1.060356404251477,0.5246841274923112,178.0,41.0,219.0,19
Kyoto,Ancient towns,2012,Attractions,0.9873552265312434,0.48856178307634057,166.0,38.0,204.0,16
Kyoto,Ancient towns,2012,Foods,1.028015417189552,0.5086812038424985,172.0,40.0,212.0,14
Kyoto,Ancient towns,2012,Scenery,1.0026422322188009,0.49612607863676417,168.0,39.0,207.0,12
Kyoto,Ancient towns,2012,Services,0.9997645360389155,0.49470214088972236,168.0,39.0,207.0,18
Kyoto,Ancient towns,2013,Atmospheres,1.0871840383076155,0.5379589412351153,182.0,42.0,224.0,19
Kyoto,Ancient towns,2013,Attractions,1.0157569504240822,0.5026154858316054,170.0,39.0,209.0,17
Kyoto,Ancient towns,2013,Foods,1.0834054166561131,0.5360892087598901,182.0,42.0,224.0,15
Kyoto,Ancient towns,2013,Scenery,1.0585933556832419,0.5238117381748684,177.0,41.0,218.0,12
Kyoto,Ancient towns,2013,Services,0.9515645343970676,0.4708518810099479,159.0,37.0,196.0,17
Kyoto,Ancient towns,2014,Atmospheres,1.0153348066415864,0.5024066012138421,170.0,39.0,209.0,18
Kyoto,Ancient towns,2014,Attractions,0.9937819090652774,0.4917418254701243,167.0,38.0,205.0,16
Kyoto,Ancient towns,2014,Foods,1.064853348921074,0.526909299595661,179.0,41.0,220.0,15
Kyoto,Ancient towns,2014,Scenery,1.0541515624907143,0.5216138560511047,177.0,41.0,218.0,12
Kyoto,Ancient towns,2014,Services,0.868131912392574,0.4295678633859628,145.0,33.0,178.0,15
Kyoto,Ancient towns,2015,Atmospheres,0.8950952844298464,0.4429098428137323,150.0,35.0,185.0,16
Kyoto,Ancient towns,2015,Attractions,0.937734077586201,0.4640083130024984,157.0,36.0,193.0,15
Kyoto,Ancient towns,2015,Foods,0.9903521131300111,0.4900446984658864,166.0,38.0,204.0,14
Kyoto,Ancient towns,2015,Scenery,1.0024030529444492,0.4960077282704399,168.0,39.0,207.0,12
Kyoto,Ancient towns,2015,Services,0.7956674580217434,0.3937110996946969,133.0,31.0,164.0,14
Kyoto,Ancient towns,2016,Atmospheres,0.7951587031343701,0.39345935828669615,133.0,31.0,164.0,14
Kyoto,Ancient towns,2016,Attractions,0.8779495654653703,0.43442582125358997,147.0,34.0,181.0,14
Kyoto,Ancient towns,2016,Foods,0.9005697572035276,0.4456187140566678,151.0,35.0,186.0,12
Kyoto,Ancient towns,2016,Scenery,0.9360247127041331,0.46316248737432497,157.0,36.0,193.0,11
Kyoto,Ancient towns,2016,Services,0.7685844662067102,0.3803099301696416,129.0,30.0,159.0,14
Kyoto,Ancient towns,2017,Atmospheres,0.7225556319690187,0.3575340044199031,121.0,28.0,149.0,13
Kyoto,Ancient towns,2017,Attractions,0.798449293494175,0.3950876037756151,134.0,31.0,165.0,13
Kyoto,Ancient towns,2017,Foods,0.7903923565785457,0.3911008811049281,132.0,30.0,162.0,11
Kyoto,Ancient towns,2017,Scenery,0.84107771812285,0.41618094342348283,141.0,32.0,173.0,10
Kyoto,Ancient towns,2017,Services,0.7588881180410795,0.3755119962327621,127.0,29.0,156.0,13
Kyoto,Ancient towns,2018,Atmospheres,0.8348831630004712,0.4131157620028238,140.0,32.0,172.0,15
Kyoto,Ancient towns,2018,Attractions,0.8700059725462578,0.43049518330656794,146.0,34.0,180.0,14
Kyoto,Ancient towns,2018,Foods,0.8349479728498458,0.4131478311251828,140.0,32.0,172.0,11
Kyoto,Ancient towns,2018,Scenery,0.899092356957913,0.44488766885741293,151.0,35.0,186.0,11
Kyoto,Ancient towns,2018,Services,0.9151665722254894,0.45284149040173177,153.0,35.0,188.0,16
Kyoto,Ancient towns,2019,Atmospheres,0.8826246301565175,0.43673913046604884,148.0,34.0,182.0,15
Kyoto,Ancient towns,2019,Attractions,0.8410298940043285,0.4161572791575822,141.0,32.0,173.0,14
Kyoto,Ancient towns,2019,Foods,0.7947418889755787,0.3932531108661543,133.0,31.0,164.0,11
Kyoto,Ancient towns,2019,Scenery,0.8496639349668115,0.42042956367528755,142.0,33.0,175.0,10
Kyoto,Ancient towns,2019,Services,0.964707505371276,0.47735526820184904,162.0,37.0,199.0,17
Kyoto,Ancient towns,2020,Atmospheres,1.0788383918462547,0.6037788487443432,205.0,47.0,252.0,22
Kyoto,Ancient towns,2020,Attractions,0.9505003751699778,0.5319536518060629,180.0,42.0,222.0,18
Kyoto,Ancient towns,2020,Foods,0.9041075725336861,0.5059896212548073,171.0,40.0,211.0,14
Kyoto,Ancient towns,2020,Scenery,0.9394558003753657,0.5257724844460938,178.0,41.0,219.0,13
Kyoto,Ancient towns,2020,Services,1.144025542997555,0.640261257391017,217.0,50.0,267.0,23
Luang Prabang,Ancient towns,2010,Atmospheres,0.748,0.16599999999999998,99.0,25.0,124.0,26
Luang Prabang,Ancient towns,2010,Attractions,0.7854,0.17429999999999998,104.0,26.0,130.0,6
Luang Prabang,Ancient towns,2010,Foods,0.748,0.16599999999999998,99.0,25.0,124.0,3
Luang Prabang,Ancient towns,2010,Scenery,0.748,0.16599999999999998,99.0,25.0,124.0,10
Luang Prabang,Ancient towns,2010,Services,0.8602,0.19089999999999996,114.0,29.0,143.0,19
Luang Prabang,Ancient towns,2011,Atmospheres,0.9329644769903745,0.2070482662839601,124.0,31.0,155.0,32
Luang Prabang,Ancient towns,2011,Attractions,0.9073829684981493,0.20137108659183522,120.0,31.0,151.0,7
Luang Prabang,Ancient towns,2011,Foods,0.9075351529963211,0.20140486015693754,120.0,31.0,151.0,4
Luang Prabang,Ancient towns,2011,Scenery,0.8929955333317798,0.1981781531190848,118.0,30.0,148.0,12
Luang Prabang,Ancient towns,2011,Services,0.9732292211741974,0.21598402501994216,129.0,33.0,162.0,22
Luang Prabang,Ancient towns,2012,Atmospheres,1.0821527444837475,0.24015689249238248,144.0,37.0,181.0,38
Luang Prabang,Ancient towns,2012,Attractions,1.007650978375905,0.22362307808877033,134.0,34.0,168.0,8
Luang Prabang,Ancient towns,2012,Foods,1.0491469666452282,0.2328320808330319,139.0,35.0,174.0,5
Luang Prabang,Ancient towns,2012,Scenery,1.0232522187639488,0.22708538544761425,136.0,35.0,171.0,14
Luang Prabang,Ancient towns,2012,Services,1.020315369600434,0.22643362480437437,135.0,34.0,169.0,23
Luang Prabang,Ancient towns,2013,Atmospheres,1.103585123997865,0.25225983109734595,151.0,38.0,189.0,40
Luang Prabang,Ancient towns,2013,Attractions,1.0310804984135333,0.2356865698183047,141.0,36.0,177.0,8
Luang Prabang,Ancient towns,2013,Foods,1.0997494986604055,0.2513830757127907,150.0,38.0,188.0,6
Luang Prabang,Ancient towns,2013,Scenery,1.074563126877378,0.24562592136757344,147.0,37.0,184.0,16
Luang Prabang,Ancient towns,2013,Services,0.9659196857960369,0.22079197290174887,132.0,34.0,166.0,22
Luang Prabang,Ancient towns,2014,Atmospheres,1.0401985780187086,0.25203544123454796,151.0,38.0,189.0,40
Luang Prabang,Ancient towns,2014,Attractions,1.0181178877238337,0.24668538919753,148.0,38.0,186.0,9
Luang Prabang,Ancient towns,2014,Foods,1.0909297426825681,0.264327374467866,158.0,40.0,198.0,6
Luang Prabang,Ancient towns,2014,Scenery,1.0799658882433203,0.261670881804234,157.0,40.0,197.0,17
Luang Prabang,Ancient towns,2014,Services,0.8893909426688131,0.2154954288560018,129.0,33.0,162.0,22
Luang Prabang,Ancient towns,2015,Atmospheres,0.9579060126772456,0.2293684921206492,137.0,35.0,172.0,36
Luang Prabang,Ancient towns,2015,Attractions,1.0035368600833852,0.24029469837180478,144.0,37.0,181.0,8
Luang Prabang,Ancient towns,2015,Foods,1.0598472144103956,0.2537780891135202,152.0,39.0,191.0,6
Luang Prabang,Ancient towns,2015,Scenery,1.0727437941460545,0.2568661468230801,154.0,39.0,193.0,16
Luang Prabang,Ancient towns,2015,Services,0.8515011255099332,0.2038900754484098,122.0,31.0,153.0,21
Luang Prabang,Ancient towns,2016,Atmospheres,0.8882898054407453,0.19713383382775895,118.0,30.0,148.0,31
Luang Prabang,Ancient towns,2016,Attractions,0.9807773537784361,0.2176591453572465,130.0,33.0,163.0,8
Luang Prabang,Ancient towns,2016,Foods,1.0060468825390672,0.2232670889057288,133.0,34.0,167.0,5
Luang Prabang,Ancient towns,2016,Scenery,1.0456544167324282,0.23205699622671533,139.0,35.0,174.0,15
Luang Prabang,Ancient towns,2016,Services,0.8586031232008877,0.19054561290287078,114.0,29.0,143.0,19
Luang Prabang,Ancient towns,2017,Atmospheres,0.876024594777546,0.1944118753115944,116.0,29.0,145.0,30
Luang Prabang,Ancient towns,2017,Attractions,0.9680378753364193,0.21483193490086305,128.0,33.0,161.0,7
Luang Prabang,Ancient towns,2017,Foods,0.9582696656866949,0.2126641236684376,127.0,32.0,159.0,5
Luang Prabang,Ancient towns,2017,Scenery,1.0197204680103926,0.22630160118947212,135.0,34.0,169.0,14
Luang Prabang,Ancient towns,2017,Services,0.920074007695142,0.20418754716229084,122.0,31.0,153.0,21
Luang Prabang,Ancient towns,2018,Atmospheres,0.9242480034553214,0.2168095180958261,130.0,33.0,163.0,34
Luang Prabang,Ancient towns,2018,Attractions,0.9631303142229377,0.22593050621639882,135.0,34.0,169.0,8
Luang Prabang,Ancient towns,2018,Foods,0.9243197504692071,0.2168263484654317,130.0,33.0,163.0,5
Luang Prabang,Ancient towns,2018,Scenery,0.9953300685257936,0.23348390442457106,140.0,36.0,176.0,15
